PK,O*NET-SOC Code,Title,Interests Element ID,Interests Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
6624,49-3052.00,Motorcycle Mechanics,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6625,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6626,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.B.1.b,Investigative,OI,Occupational Interests,2.68,Nov-23,Machine Learning
6627,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6628,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.B.1.d,Social,OI,Occupational Interests,1.08,Nov-23,Machine Learning
6629,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.B.1.e,Enterprising,OI,Occupational Interests,1.24,Nov-23,Machine Learning
6630,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.B.1.f,Conventional,OI,Occupational Interests,4.18,Nov-23,Machine Learning
6631,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6632,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6633,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6634,49-3091.00,Bicycle Repairers,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6635,49-3091.00,Bicycle Repairers,1.B.1.b,Investigative,OI,Occupational Interests,1.76,Nov-23,Machine Learning
6636,49-3091.00,Bicycle Repairers,1.B.1.c,Artistic,OI,Occupational Interests,1.15,Nov-23,Machine Learning
6637,49-3091.00,Bicycle Repairers,1.B.1.d,Social,OI,Occupational Interests,1.74,Nov-23,Machine Learning
6638,49-3091.00,Bicycle Repairers,1.B.1.e,Enterprising,OI,Occupational Interests,1.85,Nov-23,Machine Learning
6639,49-3091.00,Bicycle Repairers,1.B.1.f,Conventional,OI,Occupational Interests,3.61,Nov-23,Machine Learning
6640,49-3091.00,Bicycle Repairers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6641,49-3091.00,Bicycle Repairers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6642,49-3091.00,Bicycle Repairers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6643,49-3092.00,Recreational Vehicle Service Technicians,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6644,49-3092.00,Recreational Vehicle Service Technicians,1.B.1.b,Investigative,OI,Occupational Interests,2.61,Nov-23,Machine Learning
6645,49-3092.00,Recreational Vehicle Service Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6646,49-3092.00,Recreational Vehicle Service Technicians,1.B.1.d,Social,OI,Occupational Interests,1.62,Nov-23,Machine Learning
6647,49-3092.00,Recreational Vehicle Service Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.28,Nov-23,Machine Learning
6648,49-3092.00,Recreational Vehicle Service Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.01,Nov-23,Machine Learning
6649,49-3092.00,Recreational Vehicle Service Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6650,49-3092.00,Recreational Vehicle Service Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6651,49-3092.00,Recreational Vehicle Service Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6652,49-3093.00,Tire Repairers and Changers,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6653,49-3093.00,Tire Repairers and Changers,1.B.1.b,Investigative,OI,Occupational Interests,1.76,Nov-23,Machine Learning
6654,49-3093.00,Tire Repairers and Changers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6655,49-3093.00,Tire Repairers and Changers,1.B.1.d,Social,OI,Occupational Interests,1.76,Nov-23,Machine Learning
6656,49-3093.00,Tire Repairers and Changers,1.B.1.e,Enterprising,OI,Occupational Interests,1.57,Nov-23,Machine Learning
6657,49-3093.00,Tire Repairers and Changers,1.B.1.f,Conventional,OI,Occupational Interests,3.43,Nov-23,Machine Learning
6658,49-3093.00,Tire Repairers and Changers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6659,49-3093.00,Tire Repairers and Changers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6660,49-3093.00,Tire Repairers and Changers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6661,49-9011.00,Mechanical Door Repairers,1.B.1.a,Realistic,OI,Occupational Interests,6.88,Nov-23,Machine Learning
6662,49-9011.00,Mechanical Door Repairers,1.B.1.b,Investigative,OI,Occupational Interests,1.75,Nov-23,Machine Learning
6663,49-9011.00,Mechanical Door Repairers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6664,49-9011.00,Mechanical Door Repairers,1.B.1.d,Social,OI,Occupational Interests,1.49,Nov-23,Machine Learning
6665,49-9011.00,Mechanical Door Repairers,1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
6666,49-9011.00,Mechanical Door Repairers,1.B.1.f,Conventional,OI,Occupational Interests,3.83,Nov-23,Machine Learning
6667,49-9011.00,Mechanical Door Repairers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6668,49-9011.00,Mechanical Door Repairers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6669,49-9011.00,Mechanical Door Repairers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6670,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6671,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.B.1.b,Investigative,OI,Occupational Interests,2.85,Nov-23,Machine Learning
6672,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6673,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.B.1.d,Social,OI,Occupational Interests,1.19,Nov-23,Machine Learning
6674,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
6675,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.B.1.f,Conventional,OI,Occupational Interests,4.75,Nov-23,Machine Learning
6676,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6677,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6678,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6679,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.B.1.a,Realistic,OI,Occupational Interests,6.92,Nov-23,Machine Learning
6680,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.B.1.b,Investigative,OI,Occupational Interests,2.74,Nov-23,Machine Learning
6681,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6682,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.B.1.d,Social,OI,Occupational Interests,1.5,Nov-23,Machine Learning
6683,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.B.1.e,Enterprising,OI,Occupational Interests,1.35,Nov-23,Machine Learning
6684,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.B.1.f,Conventional,OI,Occupational Interests,4.48,Nov-23,Machine Learning
6685,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6686,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6687,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6688,49-9031.00,Home Appliance Repairers,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6689,49-9031.00,Home Appliance Repairers,1.B.1.b,Investigative,OI,Occupational Interests,2.12,Nov-23,Machine Learning
6690,49-9031.00,Home Appliance Repairers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6691,49-9031.00,Home Appliance Repairers,1.B.1.d,Social,OI,Occupational Interests,1.65,Nov-23,Machine Learning
6692,49-9031.00,Home Appliance Repairers,1.B.1.e,Enterprising,OI,Occupational Interests,1.48,Nov-23,Machine Learning
6693,49-9031.00,Home Appliance Repairers,1.B.1.f,Conventional,OI,Occupational Interests,5,Nov-23,Machine Learning
6694,49-9031.00,Home Appliance Repairers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6695,49-9031.00,Home Appliance Repairers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6696,49-9031.00,Home Appliance Repairers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6697,49-9041.00,Industrial Machinery Mechanics,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6698,49-9041.00,Industrial Machinery Mechanics,1.B.1.b,Investigative,OI,Occupational Interests,2.98,Nov-23,Machine Learning
6699,49-9041.00,Industrial Machinery Mechanics,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6700,49-9041.00,Industrial Machinery Mechanics,1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
6701,49-9041.00,Industrial Machinery Mechanics,1.B.1.e,Enterprising,OI,Occupational Interests,1.16,Nov-23,Machine Learning
6702,49-9041.00,Industrial Machinery Mechanics,1.B.1.f,Conventional,OI,Occupational Interests,4.38,Nov-23,Machine Learning
6703,49-9041.00,Industrial Machinery Mechanics,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6704,49-9041.00,Industrial Machinery Mechanics,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6705,49-9041.00,Industrial Machinery Mechanics,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6706,49-9043.00,"Maintenance Workers, Machinery",1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6707,49-9043.00,"Maintenance Workers, Machinery",1.B.1.b,Investigative,OI,Occupational Interests,2.15,Nov-23,Machine Learning
6708,49-9043.00,"Maintenance Workers, Machinery",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6709,49-9043.00,"Maintenance Workers, Machinery",1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
6710,49-9043.00,"Maintenance Workers, Machinery",1.B.1.e,Enterprising,OI,Occupational Interests,1.2,Nov-23,Machine Learning
6711,49-9043.00,"Maintenance Workers, Machinery",1.B.1.f,Conventional,OI,Occupational Interests,4.48,Nov-23,Machine Learning
6712,49-9043.00,"Maintenance Workers, Machinery",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6713,49-9043.00,"Maintenance Workers, Machinery",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6714,49-9043.00,"Maintenance Workers, Machinery",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6715,49-9044.00,Millwrights,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6716,49-9044.00,Millwrights,1.B.1.b,Investigative,OI,Occupational Interests,2.53,Nov-23,Machine Learning
6717,49-9044.00,Millwrights,1.B.1.c,Artistic,OI,Occupational Interests,1.84,Nov-23,Machine Learning
6718,49-9044.00,Millwrights,1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
6719,49-9044.00,Millwrights,1.B.1.e,Enterprising,OI,Occupational Interests,1.09,Nov-23,Machine Learning
6720,49-9044.00,Millwrights,1.B.1.f,Conventional,OI,Occupational Interests,3.59,Nov-23,Machine Learning
6721,49-9044.00,Millwrights,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6722,49-9044.00,Millwrights,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6723,49-9044.00,Millwrights,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6724,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6725,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.B.1.b,Investigative,OI,Occupational Interests,2.2,Nov-23,Machine Learning
6726,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.B.1.c,Artistic,OI,Occupational Interests,1.31,Nov-23,Machine Learning
6727,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.B.1.d,Social,OI,Occupational Interests,1.02,Nov-23,Machine Learning
6728,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
6729,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.B.1.f,Conventional,OI,Occupational Interests,3.55,Nov-23,Machine Learning
6730,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6731,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6732,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6733,49-9051.00,Electrical Power-Line Installers and Repairers,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6734,49-9051.00,Electrical Power-Line Installers and Repairers,1.B.1.b,Investigative,OI,Occupational Interests,2.63,Nov-23,Machine Learning
6735,49-9051.00,Electrical Power-Line Installers and Repairers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6736,49-9051.00,Electrical Power-Line Installers and Repairers,1.B.1.d,Social,OI,Occupational Interests,1.19,Nov-23,Machine Learning
6737,49-9051.00,Electrical Power-Line Installers and Repairers,1.B.1.e,Enterprising,OI,Occupational Interests,1.72,Nov-23,Machine Learning
6738,49-9051.00,Electrical Power-Line Installers and Repairers,1.B.1.f,Conventional,OI,Occupational Interests,3.67,Nov-23,Machine Learning
6739,49-9051.00,Electrical Power-Line Installers and Repairers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6740,49-9051.00,Electrical Power-Line Installers and Repairers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6741,49-9051.00,Electrical Power-Line Installers and Repairers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6742,49-9052.00,Telecommunications Line Installers and Repairers,1.B.1.a,Realistic,OI,Occupational Interests,6.42,Nov-23,Machine Learning
6743,49-9052.00,Telecommunications Line Installers and Repairers,1.B.1.b,Investigative,OI,Occupational Interests,2.42,Nov-23,Machine Learning
6744,49-9052.00,Telecommunications Line Installers and Repairers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6745,49-9052.00,Telecommunications Line Installers and Repairers,1.B.1.d,Social,OI,Occupational Interests,1.6,Nov-23,Machine Learning
6746,49-9052.00,Telecommunications Line Installers and Repairers,1.B.1.e,Enterprising,OI,Occupational Interests,2.11,Nov-23,Machine Learning
6747,49-9052.00,Telecommunications Line Installers and Repairers,1.B.1.f,Conventional,OI,Occupational Interests,4.16,Nov-23,Machine Learning
