PK,O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Relatedness Tier,Index
17374,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Supplemental,14
17375,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Supplemental,15
17376,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Supplemental,16
17377,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-9022.00,"Grinding and Polishing Workers, Hand",Supplemental,17
17378,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-4194.00,"Tool Grinders, Filers, and Sharpeners",Supplemental,18
17379,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-6031.00,Sewing Machine Operators,Supplemental,19
17380,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Supplemental,20
17381,51-9197.00,Tire Builders,49-3093.00,Tire Repairers and Changers,Primary-Short,1
17382,51-9197.00,Tire Builders,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Primary-Short,2
17383,51-9197.00,Tire Builders,51-2051.00,Fiberglass Laminators and Fabricators,Primary-Short,3
17384,51-9197.00,Tire Builders,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Primary-Short,4
17385,51-9197.00,Tire Builders,51-2031.00,Engine and Other Machine Assemblers,Primary-Short,5
17386,51-9197.00,Tire Builders,51-9022.00,"Grinding and Polishing Workers, Hand",Primary-Long,6
17387,51-9197.00,Tire Builders,49-3021.00,Automotive Body and Related Repairers,Primary-Long,7
17388,51-9197.00,Tire Builders,51-4071.00,Foundry Mold and Coremakers,Primary-Long,8
17389,51-9197.00,Tire Builders,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Primary-Long,9
17390,51-9197.00,Tire Builders,49-3043.00,Rail Car Repairers,Primary-Long,10
17391,51-9197.00,Tire Builders,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",Supplemental,11
17392,51-9197.00,Tire Builders,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Supplemental,12
17393,51-9197.00,Tire Builders,51-2041.00,Structural Metal Fabricators and Fitters,Supplemental,13
17394,51-9197.00,Tire Builders,47-2132.00,"Insulation Workers, Mechanical",Supplemental,14
17395,51-9197.00,Tire Builders,51-6042.00,Shoe Machine Operators and Tenders,Supplemental,15
17396,51-9197.00,Tire Builders,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Supplemental,16
17397,51-9197.00,Tire Builders,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Supplemental,17
17398,51-9197.00,Tire Builders,49-9041.00,Industrial Machinery Mechanics,Supplemental,18
17399,51-9197.00,Tire Builders,51-2021.00,"Coil Winders, Tapers, and Finishers",Supplemental,19
17400,51-9197.00,Tire Builders,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Supplemental,20
17401,51-9198.00,Helpers--Production Workers,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",Primary-Short,1
17402,51-9198.00,Helpers--Production Workers,47-5081.00,Helpers--Extraction Workers,Primary-Short,2
17403,51-9198.00,Helpers--Production Workers,53-7063.00,Machine Feeders and Offbearers,Primary-Short,3
17404,51-9198.00,Helpers--Production Workers,47-3012.00,Helpers--Carpenters,Primary-Short,4
17405,51-9198.00,Helpers--Production Workers,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Primary-Short,5
17406,51-9198.00,Helpers--Production Workers,49-9043.00,"Maintenance Workers, Machinery",Primary-Long,6
17407,51-9198.00,Helpers--Production Workers,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Primary-Long,7
17408,51-9198.00,Helpers--Production Workers,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Primary-Long,8
17409,51-9198.00,Helpers--Production Workers,51-9191.00,Adhesive Bonding Machine Operators and Tenders,Primary-Long,9
17410,51-9198.00,Helpers--Production Workers,53-7064.00,"Packers and Packagers, Hand",Primary-Long,10
17411,51-9198.00,Helpers--Production Workers,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Supplemental,11
17412,51-9198.00,Helpers--Production Workers,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Supplemental,12
17413,51-9198.00,Helpers--Production Workers,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Supplemental,13
17414,51-9198.00,Helpers--Production Workers,51-9111.00,Packaging and Filling Machine Operators and Tenders,Supplemental,14
17415,51-9198.00,Helpers--Production Workers,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Supplemental,15
17416,51-9198.00,Helpers--Production Workers,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Supplemental,16
17417,51-9198.00,Helpers--Production Workers,51-6011.00,Laundry and Dry-Cleaning Workers,Supplemental,17
17418,51-9198.00,Helpers--Production Workers,51-9022.00,"Grinding and Polishing Workers, Hand",Supplemental,18
17419,51-9198.00,Helpers--Production Workers,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Supplemental,19
17420,51-9198.00,Helpers--Production Workers,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Supplemental,20
17421,53-1041.00,Aircraft Cargo Handling Supervisors,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Primary-Short,1
17422,53-1041.00,Aircraft Cargo Handling Supervisors,53-2022.00,Airfield Operations Specialists,Primary-Short,2
17423,53-1041.00,Aircraft Cargo Handling Supervisors,53-1044.00,First-Line Supervisors of Passenger Attendants,Primary-Short,3
17424,53-1041.00,Aircraft Cargo Handling Supervisors,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Primary-Short,4
17425,53-1041.00,Aircraft Cargo Handling Supervisors,53-6051.00,Transportation Inspectors,Primary-Short,5
17426,53-1041.00,Aircraft Cargo Handling Supervisors,11-3071.00,"Transportation, Storage, and Distribution Managers",Primary-Long,6
17427,53-1041.00,Aircraft Cargo Handling Supervisors,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Primary-Long,7
17428,53-1041.00,Aircraft Cargo Handling Supervisors,53-7051.00,Industrial Truck and Tractor Operators,Primary-Long,8
17429,53-1041.00,Aircraft Cargo Handling Supervisors,43-5011.00,Cargo and Freight Agents,Primary-Long,9
17430,53-1041.00,Aircraft Cargo Handling Supervisors,51-1011.00,First-Line Supervisors of Production and Operating Workers,Primary-Long,10
17431,53-1041.00,Aircraft Cargo Handling Supervisors,53-2012.00,Commercial Pilots,Supplemental,11
17432,53-1041.00,Aircraft Cargo Handling Supervisors,53-4031.00,Railroad Conductors and Yardmasters,Supplemental,12
17433,53-1041.00,Aircraft Cargo Handling Supervisors,53-2021.00,Air Traffic Controllers,Supplemental,13
17434,53-1041.00,Aircraft Cargo Handling Supervisors,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Supplemental,14
17435,53-1041.00,Aircraft Cargo Handling Supervisors,53-6032.00,Aircraft Service Attendants,Supplemental,15
17436,53-1041.00,Aircraft Cargo Handling Supervisors,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Supplemental,16
17437,53-1041.00,Aircraft Cargo Handling Supervisors,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Supplemental,17
17438,53-1041.00,Aircraft Cargo Handling Supervisors,43-5011.01,Freight Forwarders,Supplemental,18
17439,53-1041.00,Aircraft Cargo Handling Supervisors,53-7121.00,"Tank Car, Truck, and Ship Loaders",Supplemental,19
17440,53-1041.00,Aircraft Cargo Handling Supervisors,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Supplemental,20
17441,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Primary-Short,1
17442,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Primary-Short,2
17443,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",51-1011.00,First-Line Supervisors of Production and Operating Workers,Primary-Short,3
17444,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1044.00,First-Line Supervisors of Passenger Attendants,Primary-Short,4
17445,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Primary-Short,5
17446,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Primary-Long,6
17447,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Primary-Long,7
17448,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Primary-Long,8
17449,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",33-1091.00,First-Line Supervisors of Security Workers,Primary-Long,9
17450,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Primary-Long,10
17451,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Supplemental,11
17452,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Supplemental,12
17453,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",43-5061.00,"Production, Planning, and Expediting Clerks",Supplemental,13
17454,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1042.01,Recycling Coordinators,Supplemental,14
17455,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",11-1021.00,General and Operations Managers,Supplemental,15
17456,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1041.00,Aircraft Cargo Handling Supervisors,Supplemental,16
17457,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Supplemental,17
17458,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",11-3071.00,"Transportation, Storage, and Distribution Managers",Supplemental,18
17459,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",11-3051.00,Industrial Production Managers,Supplemental,19
17460,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Supplemental,20
17461,53-1042.01,Recycling Coordinators,53-7062.04,Recycling and Reclamation Workers,Primary-Short,1
17462,53-1042.01,Recycling Coordinators,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Primary-Short,2
17463,53-1042.01,Recycling Coordinators,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Primary-Short,3
17464,53-1042.01,Recycling Coordinators,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Primary-Short,4
17465,53-1042.01,Recycling Coordinators,53-7081.00,Refuse and Recyclable Material Collectors,Primary-Short,5
17466,53-1042.01,Recycling Coordinators,51-1011.00,First-Line Supervisors of Production and Operating Workers,Primary-Long,6
17467,53-1042.01,Recycling Coordinators,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Primary-Long,7
17468,53-1042.01,Recycling Coordinators,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Primary-Long,8
17469,53-1042.01,Recycling Coordinators,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Primary-Long,9
17470,53-1042.01,Recycling Coordinators,43-5061.00,"Production, Planning, and Expediting Clerks",Primary-Long,10
17471,53-1042.01,Recycling Coordinators,11-1021.00,General and Operations Managers,Supplemental,11
17472,53-1042.01,Recycling Coordinators,11-3051.00,Industrial Production Managers,Supplemental,12
17473,53-1042.01,Recycling Coordinators,11-3071.00,"Transportation, Storage, and Distribution Managers",Supplemental,13
17474,53-1042.01,Recycling Coordinators,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Supplemental,14
17475,53-1042.01,Recycling Coordinators,11-3013.00,Facilities Managers,Supplemental,15
17476,53-1042.01,Recycling Coordinators,47-4041.00,Hazardous Materials Removal Workers,Supplemental,16
17477,53-1042.01,Recycling Coordinators,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Supplemental,17
17478,53-1042.01,Recycling Coordinators,13-1081.00,Logisticians,Supplemental,18
17479,53-1042.01,Recycling Coordinators,13-1082.00,Project Management Specialists,Supplemental,19
17480,53-1042.01,Recycling Coordinators,13-1111.00,Management Analysts,Supplemental,20
17481,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Primary-Short,1
17482,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Primary-Short,2
17483,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,51-1011.00,First-Line Supervisors of Production and Operating Workers,Primary-Short,3
17484,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1044.00,First-Line Supervisors of Passenger Attendants,Primary-Short,4
17485,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Primary-Short,5
17486,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Primary-Long,6
17487,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Primary-Long,7
17488,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Primary-Long,8
17489,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Primary-Long,9
17490,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,33-1091.00,First-Line Supervisors of Security Workers,Primary-Long,10
17491,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1041.00,Aircraft Cargo Handling Supervisors,Supplemental,11
17492,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,11-3071.00,"Transportation, Storage, and Distribution Managers",Supplemental,12
17493,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Supplemental,13
